Source,location,lat,long
"Marret et al., 794",F728,-38.63,171.8
"Marret et al., 795",I20,-35.42,175.21
"Marret et al., 796",E887,-36.67,173.88
"Marret et al., 797",S102,-38.78724167,178.08345
"Marret et al., 798",S103b,-38.73536667,178.0425167
"Marret et al., 799",S105,-38.88063333,178.2322167
"Marret et al., 800",S119b,-38.77185,178.0628333
"Marret et al., 801",S130,-38.93835,178.1992167
"Marret et al., 802",S146,-38.82554167,178.1587
"Marret et al., 803",S147,-38.85338333,178.2152667
"Marret et al., 804",U1747 4-6cm,-39.029,178.534
"Marret et al., 805",W696,-38.9735,178.4126667
"Marret et al., 806",W695 4-6cm,-39.10016667,178.6993333
"Marret et al., 807",GeoB2021-4,-36.835,-14.408
"Marret et al., 808",GeoB2022-3,-34.435,-20.908
"Marret et al., 809",GeoB2019-2,-36.053,-8.767
"Marret et al., 810",3809-1,-31.053,-16.33
"Marret et al., 811",GeoB6425-1,-33.825,-23.588
"Marret et al., 812",3812-2,-31.615,-19.76
"Marret et al., 813",GeoB6421-1,-36.448,-22.438
"Marret et al., 814",GeoB6429-1,-31.95,-24.248
"Marret et al., 815",GeoB6423-1,-35.253,-22.992
"Marret et al., 816",3810-2,-31.133,-16.838
"Marret et al., 817",GeoB6427-1,-33.182,-24.248
"Marret et al., 818",GeoB6414-1,-43.999,-13.069
"Marret et al., 819",GeoB6416-2,-39.955,-18.163
"Marret et al., 820",GeoB6417-2,-39.093,-21.034
"Marret et al., 821",GeoB6407-2,-42.05,-19.5
"Marret et al., 822",GeoB6422-5,-35.707,-22.44
"Marret et al., 823",GeoB6419-1,-37.158,-22.148
"Marret et al., 824",GeoB6418-3,-38.427,-21.535
"Marret et al., 825",GeoB6409-2,-44.51,-21.72
"Marret et al., 826",GeoB6413-4,-44.207,-17.34
"Marret et al., 827",301,15.13,51.42
"Marret et al., 828",928,15.12,51.4
"Marret et al., 829",302,15,51.45
"Marret et al., 830",303,14.85,51.48
"Marret et al., 831",304,14.78,51.52
"Marret et al., 832",305,14.72,51.58
"Marret et al., 833",306,14.5,51.61
"Marret et al., 834",307,16.83,52.38
"Marret et al., 835",308,16.13,52.5
"Marret et al., 836",309,16.08,52.62
"Marret et al., 837",310,16.07,52.7
"Marret et al., 838",311,16.03,52.76
"Marret et al., 839",313,15.88,53.02
"Marret et al., 840",325,10.68,53.52
"Marret et al., 841",451,23.68,66.03
"Marret et al., 842",452,22.93,65.47
"Marret et al., 843",453,23.23,65.73
"Marret et al., 844",454,23.45,65.87
"Marret et al., 845",455,23.55,65.95
"Marret et al., 846",457,22.69,63.85
"Marret et al., 847",458,22,63.5
"Marret et al., 848",460,22.67,63.22
"Marret et al., 849",461,22.83,63.83
"Marret et al., 850",463,22.55,64.05
"Marret et al., 851",464,22.25,63.58
"Marret et al., 852",466,23.6,63.8
"Marret et al., 853",468,24.77,62.35
"Marret et al., 854",469,24.67,62.37
"Marret et al., 855",470,24.6,62.37
"Marret et al., 856",471,24.3,62.45
"Marret et al., 857",472,24.12,62.48
"Marret et al., 858",473,22.22,63.1
"Marret et al., 859",475,24.08,65.45
"Marret et al., 860",476,24.1,65.47
"Marret et al., 861",477,24.13,65.52
"Marret et al., 862",478,24.22,65.67
"Marret et al., 863",483,21.03,61.48
"Marret et al., 864",484,19.5,58.43
"Marret et al., 865",486,19.15,60.62
"Marret et al., 866",487,19.9,61.72
"Marret et al., 867",491,15.83,63.92
"Marret et al., 868",492,16.18,59.77
"Marret et al., 869",496,17.43,57.95
"Marret et al., 870",497,17.47,57.95
"Marret et al., 871",902,10.76,51.57
"Marret et al., 872",903,10.76,51.65
"Marret et al., 873",904,10.78,51.77
"Marret et al., 874",905,10.9,51.93
"Marret et al., 875",906,10.8,52.12
"Marret et al., 876",907,10.8,52.23
"Marret et al., 877",908,10.77,52.9
"Marret et al., 878",915,10.68,53.52
"Marret et al., 879",917,15.9,53.02
"Marret et al., 880",918,15.97,52.83
"Marret et al., 881",919,16,52.73
"Marret et al., 882",929,13.7,53.23
"Marret et al., 883",R4515A,30.33,-88.71
"Marret et al., 884",R4517A,30.28,-88.72
"Marret et al., 885",R4518A,30.27,-88.72
"Marret et al., 886",R4596,30.26,-88.98
"Marret et al., 887",R4597,30.24,-88.96
"Marret et al., 888",R4598,30.17,-88.98
"Marret et al., 889",R4599,30.18,-88.95
"Marret et al., 890",R4600,30.18,-88.94
"Marret et al., 891",R4601,30.16,-89
"Marret et al., 892",R4602,30.16,-88.99
"Marret et al., 893",R4603,30.15,-88.91
"Marret et al., 894",R4608A,30.19,-88.38
"Marret et al., 895",R4609,30.17,-88.37
"Marret et al., 896",R4610,30.12,-88.37
"Marret et al., 897",R4611,30.07,-88.51
"Marret et al., 898",R4612,30.11,-88.51
"Marret et al., 899",R4613,30.13,-88.77
"Marret et al., 900",R4614,30.21,-88.79
"Marret et al., 901",R4621,30.23,-88.61
"Marret et al., 902",R4622,30.24,-88.66
"Marret et al., 903",R4623,30.27,-88.66
"Marret et al., 904",R4627,30.32,-88.6
"Marret et al., 905",R4628,30.27,-88.53
"Marret et al., 906",R4631,30.27,-88.5
"Marret et al., 907",R4634,30.26,-88.53
"Marret et al., 908",R4635,30.35,-88.43
"Marret et al., 909",R4636,30.34,-88.43
"Marret et al., 910",R4638,30.31,-88.47
"Marret et al., 911",R4639,30.3,-88.48
"Marret et al., 912",R4641,30.3,-88.38
"Marret et al., 913",R4643,30.26,-88.38
"Marret et al., 914",R4644,30.23,-88.38
"Marret et al., 915",(#5)R5062C,25.14,-80.47
"Marret et al., 916",(#4)R5061A,25.15,-80.51
"Marret et al., 917",(#7)R5064A,25.06,-80.56
"Marret et al., 918",(#7) R5064B,25.06,-80.56
"Marret et al., 919",R5032AQ,25.19,-80.64
"Marret et al., 920",R4990,25.17,-80.63
"Marret et al., 921",(#12) R5053A,25.07,-80.63
"Marret et al., 922",(#12) R5053B,25.07,-80.63
"Marret et al., 923",(#12) R5053C,25.07,-80.63
"Marret et al., 924",(#8) R5055A,25.17,-80.63
"Marret et al., 925",#21 R4986,25.18,-80.63
"Marret et al., 926",R5009,25.02,-80.66
"Marret et al., 927",(#13) R5056B,25.02,-80.66
"Marret et al., 928",(#13) R5056A,25.02,-80.66
"Marret et al., 929",(#13) R5111A,25.02,-80.66
"Marret et al., 930",(#14) R5057A,25.03,-80.68
"Marret et al., 931",(#16) R5133A,25.01,-80.76
"Marret et al., 932",R5228A,25.15,-80.57
"Marret et al., 933",4406,-51.94,161.35
"Marret et al., 934",GDP11-3,28.08,134.61
"Marret et al., 935",GPD 11-4,28.05,134.55
"Marret et al., 936",GDP11-6,28.01,131.68
"Marret et al., 937",GDP11-11,27.91,132.08
"Marret et al., 938",KH76-2-2,27.85,132.96
"Marret et al., 939",KH76-2-4,24.51,133.1
"Marret et al., 940",NG,32.75,129.83
"Marret et al., 941",OM,33,129.83
"Marret et al., 942",SZ,34.41,131.16
"Marret et al., 943",HR,35.61,135.91
"Marret et al., 944",SD,38.08,138.41
"Marret et al., 945",HZ,39.41,139.91
"Marret et al., 946",OG,39.83,139.83
"Marret et al., 947",Y1,34.15,124.33
"Marret et al., 948",Y2,34.11,123.18
"Marret et al., 949",Y5,34.98,123.98
"Marret et al., 950",Y6,35.81,123.83
"Marret et al., 951",Y7,35.5,122.68
"Marret et al., 952",Y9,35.98,124.31
"Marret et al., 953",E4,31,127.08
"Marret et al., 954",E7,29,125.16
"Marret et al., 955",E8,29.58,125.65
"Marret et al., 956",E9,30,125.16
"Marret et al., 957",E10,30.98,125.16
"Marret et al., 958",E14,35.71,123
"Marret et al., 959",E15,35,123
"Marret et al., 960",C2,34.73,124.33
"Marret et al., 961",C4,35.48,123.66
"Marret et al., 962",C5,35.5,124.31
"Marret et al., 963",C6,32,125.11
"Marret et al., 964",C8,31.98,127
"Marret et al., 965",C14,30,126
"Marret et al., 966",NG7,32.73,129.73
"Marret et al., 967",NG8,32.73,129.75
"Marret et al., 968",NG9,32.75,129.76
"Marret et al., 969",NG10,32.73,129.76
"Marret et al., 970",NG11,32.71,129.78
"Marret et al., 971",NG12,32.7,129.8
"Marret et al., 972",NG13,32.7,129.8
"Marret et al., 973",NG14,32.7,129.83
"Marret et al., 974",NG15,32.71,129.85
"Marret et al., 975",NG16,32.71,129.85
"Marret et al., 976",SZ1,34.38,131.21
"Marret et al., 977",SZ1A,34.38,131.21
"Marret et al., 978",SZ3,34.36,131.21
"Marret et al., 979",SZ10,34.36,131.2
"Marret et al., 980",SZ14,34.38,131.21
"Marret et al., 981",OB1,33,129.75
"Marret et al., 982",OB2,33.01,129.81
"Marret et al., 983",OB3,33.05,129.86
"Marret et al., 984",OB4,33,129.91
"Marret et al., 985",OB5,33,129.86
"Marret et al., 986",OB6,33,129.81
"Marret et al., 987",OB7,32.93,129.9
"Marret et al., 988",OB8,32.93,129.86
"Marret et al., 989",OB9,32.93,129.81
"Marret et al., 990",OB10,32.83,129.98
"Marret et al., 991",OB11,32.85,129.96
"Marret et al., 992",OB12,32.66,129.95
"Marret et al., 993",OB13,32.88,129.91
"Marret et al., 994",OB14,32.88,129.86
"Marret et al., 995",OB15,32.88,129.85
"Marret et al., 996",OB16,32.85,129.86
"Marret et al., 997",OB17,32.85,129.83
"Marret et al., 998",OB18,32.83,129.83
"Marret et al., 999",A-5,32,123.98
"Marret et al., 1000",B-1,31.75,122.5
"Marret et al., 1001",B-5,31.48,123.98
"Marret et al., 1002",C-1,31.41,122.56
"Marret et al., 1003",C-3,31.16,123.23
"Marret et al., 1004",PS1451-2,-64.56,5.46
"Marret et al., 1005",PS1460-1,-63.88,3.99
"Marret et al., 1006",PS1652-1,-53.67,5.08
"Marret et al., 1007",PS1653-2,-52.21,9.49
"Marret et al., 1008",PS1654-1,-50.16,5.77
"Marret et al., 1009",PS58/251-1,-68.63,-97.12
"Marret et al., 1010",PS58/254-2,-69.31,-108.45
"Marret et al., 1011",PS58/256-1,-68.71,-103.9
"Marret et al., 1012",PS58/258-1,-68.77,-102.09
"Marret et al., 1013",PS58/265-1,-66.98,-117.44
"Marret et al., 1014",PS58/266-4,-65.62,-116.63
"Marret et al., 1015",PS58/267-4,-64.83,-116.16
"Marret et al., 1016",PS58/268-1,-63.46,-115.39
"Marret et al., 1017",PS58/269-4,-62.85,-115.08
"Marret et al., 1018",PS58/270-1,-62.03,-116.12
"Marret et al., 1019",PS58/272-4,-60.61,-115.84
"Marret et al., 1020",PS58/274-4,-59.21,-114.89
"Marret et al., 1021",PS58/276-1,-56.89,-113.57
"Marret et al., 1022",PS58/280-1,-57.55,-93.83
"Marret et al., 1023",PS58/290-1,-57.65,-91.16
"Marret et al., 1024",PS58/291-3,-57.04,-92.38
"Marret et al., 1025",PS58/292-1,-56.57,-93.79
"Marret et al., 1026",GeoB10701,40,17.47
"Marret et al., 1027",GeoB10702,40,17.59
"Marret et al., 1028",GeoB10703,40,17.74
"Marret et al., 1029",GeoB10704,40,17.83
"Marret et al., 1030",GeoB10705,39.85,17.91
"Marret et al., 1031",GeoB10706,39.83,17.83
"Marret et al., 1032",GeoB10707,39.78,17.58
"Marret et al., 1033",GeoB10708,39.81,17.73
"Marret et al., 1034",GeoB10709,39.76,17.89
"Marret et al., 1035",GeoB10710,39.59,17.68
"Marret et al., 1036",GeoB10711,39.68,17.8
"Marret et al., 1037",GeoB10712,39.73,17.86
"Marret et al., 1038",GeoB10713,39.69,18.28
"Marret et al., 1039",GeoB10714,39.64,18.28
"Marret et al., 1040",GeoB10715,39.56,18.28
"Marret et al., 1041",GeoB10716,39.34,18.28
"Marret et al., 1042",GeoB10717,39.74,18.08
"Marret et al., 1043",GeoB10718,39.69,18.06
"Marret et al., 1044",GeoB10719,39.65,18.04
"Marret et al., 1045",GeoB10720,39.51,17.98
"Marret et al., 1046",GeoB10721,42.17,16.77
"Marret et al., 1047",GeoB10722,42.17,16.5
"Marret et al., 1048",GeoB10723,42.17,16
"Marret et al., 1049",GeoB10724,42,16.22
"Marret et al., 1050",GeoB10725,42,16.37
"Marret et al., 1051",GeoB10727,41.8,16.62
"Marret et al., 1052",GeoB10729,41.65,17.19
"Marret et al., 1053",GeoB10730,41.5,17.05
"Marret et al., 1054",GeoB10731,41.5,16.66
"Marret et al., 1055",GeoB10732,41.5,16.41
"Marret et al., 1056",GeoB10733,41.5,16.22
"Marret et al., 1057",GeoB10734,41.67,16.24
"Marret et al., 1058",GeoB10735,41.5,17.31
"Marret et al., 1059",GeoB10736,40.76,18.19
"Marret et al., 1060",GeoB10737,40.63,18.33
"Marret et al., 1061",GeoB10738,40.55,18.47
"Marret et al., 1062",GeoB10739,40.5,18.64
"Marret et al., 1063",GeoB10740,40.39,18.85
"Marret et al., 1064",GeoB10741,40.23,18.67
"Marret et al., 1065",GeoB10742,39.72,18.78
"Marret et al., 1066",GeoB10743,39.82,18.64
"Marret et al., 1067",GeoB10744,39.85,18.6
"Marret et al., 1068",GeoB10746,39.91,16.76
"Marret et al., 1069",GeoB10747,39.72,16.97
"Marret et al., 1070",GeoB10748,39.67,17.05
"Marret et al., 1071",GeoB10749,39.6,17.18
"Marret et al., 1072",GeoB6201,-26.67,-46.43
"Marret et al., 1073",GeoB6202,-29.08,-47.17
"Marret et al., 1074",GeoB6203,-28.83,-47.3
"Marret et al., 1075",GeoB 6204,-28.72,-47.37
"Marret et al., 1076",GeoB6205,-29.5,-46.92
"Marret et al., 1077",GeoB6206,-30.2,-46.55
"Marret et al., 1078",GeoB6207,-30.63,-46.32
"Marret et al., 1079",GeoB6208,-31.8,-45.67
"Marret et al., 1080",GeoB6209,-31.75,-48.15
"Marret et al., 1081",GeoB6210,-31.52,-48.82
"Marret et al., 1082",GeoB6213,-33.17,-49.57
"Marret et al., 1083",GeoB6214,-34.53,-51.45
"Marret et al., 1084",GeoB6216,-34.62,-51.23
"Marret et al., 1085",GeoB6217,-34.72,-51
"Marret et al., 1086",GeoB6219,-35.18,-50.57
"Marret et al., 1087",GeoB6221,-33.55,-49.22
"Marret et al., 1088",GeoB6222,-33.55,-49.22
"Marret et al., 1089",GeoB6223,-35.73,-49.68
"Marret et al., 1090",GeoB6224,-35.4,-50.22
"Marret et al., 1091",GeoB6225,-34.32,-48.42
"Marret et al., 1092",GeoB6226,-37.15,-47.9
"Marret et al., 1093",GeoB6228,-38.2,-46.38
"Marret et al., 1094",GeoB6229,-37.2,-52.65
"Marret et al., 1095",GeoB6230,-37.9,-51.68
"Marret et al., 1096",GeoB6231,-36.98,-53.02
"Marret et al., 1097",GeoB6232,-36.9,-53.13
"Marret et al., 1098",Geob6307,-39.4,-53.83
"Marret et al., 1099",GeoB6308,-39.3,-53.97
"Marret et al., 1100",GeoB6309,-39.17,-54.15
"Marret et al., 1101",GeoB6310,-39.05,-54.32
"Marret et al., 1102",GeoB6311,-38.82,-54.63
"Marret et al., 1103",GeoB6312,-38.35,-55.25
"Marret et al., 1104",GeoB6217,-40.08,-54.6
"Marret et al., 1105",GeoB6330,-46.15,-57.55
"Marret et al., 1106",GeoB6334,-46.08,-58.52
"Marret et al., 1107",GeoB6336,-46.15,-57.85
"Marret et al., 1108",GeoB6337,-44.85,-57.77
"Marret et al., 1109",GeoB6339,-45.15,-58.38
"Marret et al., 1110",GeoB6340,-44.92,-58.1
"Marret et al., 1111",GeoB6341,-44.45,-57.17
"Marret et al., 1112",Z802,81.12,63.53
"Marret et al., 1113",Z803,80.74,57.9
"Marret et al., 1114",Z499,79.65,130.54
"Marret et al., 1115",Z511,79.22,122.91
"Marret et al., 1116",Z512,79.16,119.78
"Marret et al., 1117",Z521,78.76,112.7
"Marret et al., 1118",Z520,78.7,112.51
"Marret et al., 1119",Z513,78.67,118.74
"Marret et al., 1120",Z522,78.58,111.38
"Marret et al., 1121",Z510,78.06,125
"Marret et al., 1122",Z514,77.98,118.57
"Marret et al., 1123",Z509,77.69,125.89
"Marret et al., 1124",Z515,77.67,118.57
"Marret et al., 1125",Z516,77.53,118.46
"Marret et al., 1126",Z505,77.48,125.9
"Marret et al., 1127",Z517,77.39,118.19
"Marret et al., 1128",Z506,77.18,126.22
"Marret et al., 1129",Z518,77.17,118.71
"Marret et al., 1130",Z507,77.13,126.35
"Marret et al., 1131",Z508,77.08,126.22
"Marret et al., 1132",Z531,77.02,116.05
"Marret et al., 1133",Z565,75.73,-160.86
"Marret et al., 1134",Z530,75.54,114.5
"Marret et al., 1135",Z494,75.5,115.54
"Marret et al., 1136",Z483,75.49,115.25
"Marret et al., 1137",Z473,75.48,123.84
"Marret et al., 1138",Z472,75.47,119.96
"Marret et al., 1139",Z474,75.42,125.84
"Marret et al., 1140",Z434,75.32,-173.9
"Marret et al., 1141",Z470,75.02,119.89
"Marret et al., 1142",Z471,75,114.53
"Marret et al., 1143",Z493,74.5,114.28
"Marret et al., 1144",Z492,74.5,119.83
"Marret et al., 1145",Z460,74.49,115.98
"Marret et al., 1146",Z462,74.49,119.96
"Marret et al., 1147",Z455,73.83,117.87
"Marret et al., 1148",Z461,73.5,117.85
"Marret et al., 1149",P841,59.04,-150
"Marret et al., 1150",P845,55.687,-153.95
"Marret et al., 1151",FR10/95 GC-3,-13.2421,124.0033
"Marret et al., 1152",FR10/95 GC-10,-18.1488,116.022
"Marret et al., 1153",FR10/95 GC-16,-20.9972,112.9892
"Marret et al., 1154",FR2/96 GC-19,-12.3793,114.2827
"Marret et al., 1155",FR2/96 GC-25,-16.9108,115.265
"Marret et al., 1156",FR2/96 GC-26,-16.9,115.5167
"Marret et al., 1157",SHI-9014,-5.7761,126.9714
"Marret et al., 1158",SHI-9029,-9.2466,116.6833
"Marret et al., 1159",SHI-9034,-9.1616,111.0116
"Marret et al., 1160",SHI-9042,-8.0393,106.723
"Marret et al., 1161",B-9407,-0.437,96.825
"Marret et al., 1162",B-9409,1.536,96.671
"Marret et al., 1163",B-9420,3.542,93.451
"Marret et al., 1164",B-9431,1.736,96.238
"Marret et al., 1165",B-9435,-1.718,98.358
"Marret et al., 1166",B-9436,-1.634,96.273
"Marret et al., 1167",B-9437,-1.518,96.352
"Marret et al., 1168",GeoB4024-1,27.678,-13.432
"Marret et al., 1169",GeoB4025-2,27.748,-13.488
"Marret et al., 1170",GeoB4026-1,27.808,-13.543
"Marret et al., 1171",GeoB4213-1,29.697,-11.078
"Marret et al., 1172",GeoB4216-2,30.632,-12.397
"Marret et al., 1173",GeoB4225-3,29.275,-11.782
"Marret et al., 1174",GeoB4226-1,29.32,-11.833
"Marret et al., 1175",GeoB4230-1,29.128,-12.597
"Marret et al., 1176",GeoB4231-2,29.088,-12.555
"Marret et al., 1177",GeoB4233-2,28.975,-13.33
"Marret et al., 1178",GeoB4236-2,28.783,-13.095
"Marret et al., 1179",GeoB5530-3,29.303,-17.897
"Marret et al., 1180",GeoB5533-1,27.682,-17.693
"Marret et al., 1181",GeoB5536-3,27.537,-16.135
"Marret et al., 1182",GeoB5539-2,27.537,-14.355
"Marret et al., 1183",GeoB5540-3,27.535,-14.175
"Marret et al., 1184",GeoB5548-3,27.992,-13.518
"Marret et al., 1185",GeoB5549-2,27.978,-13.695
"Marret et al., 1186",GeoB5553-2,28.277,-14.645
"Marret et al., 1187",GeoB6005-1,30.88,-10.897
"Marret et al., 1188",GeoB6006-2,30.868,-10.63
"Marret et al., 1189",GeoB6007-1,30.852,-10.267
"Marret et al., 1190",GeoB6008-2,30.845,-10.098
"Marret et al., 1191",GeoB6009-1,30.682,-10.275
"Marret et al., 1192",GeoB6010-1,30.25,-10.083
"Marret et al., 1193",GeoB6011-2,30.315,-10.288
"Marret et al., 1194",GeoB7413-2,20.647,-17.845
"Marret et al., 1195",GeoB7414-1,20.718,-18
"Marret et al., 1196",GeoB7415-1,20.805,-18.262
"Marret et al., 1197",GeoB7420-1,24.165,-16.788
"Marret et al., 1198",GeoB7423-2,24.338,-17.07
"Marret et al., 1199",GeoB7424-1,24.21,-16.843
"Marret et al., 1200",S-Y1,34.93,127.82
"Marret et al., 1201",S-Y2,34.91,127.81
"Marret et al., 1202",S-Y3,34.9,127.8
"Marret et al., 1203",S-Y4,34.88,127.79
"Marret et al., 1204",S-Y5,34.88,127.78
"Marret et al., 1205",S-Y6,34.89,127.75
"Marret et al., 1206",S-Y7,34.91,127.72
"Marret et al., 1207",S-Y8,34.9,127.69
"Marret et al., 1208",S-Y9,34.89,127.67
"Marret et al., 1209",S-Y10,34.88,127.68
"Marret et al., 1210",S-Y11,34.89,127.62
"Marret et al., 1211",S-Y12,34.86,127.62
"Marret et al., 1212",S-Y13,34.86,127.65
"Marret et al., 1213",S-Y14,34.85,127.67
"Marret et al., 1214",S-Y15,34.87,127.74
"Marret et al., 1215",S-Y16,34.86,127.79
"Marret et al., 1216",S-Y17,34.89,127.81
"Marret et al., 1217",S-Y18,34.91,127.84
"Marret et al., 1218",S-Y19,34.92,127.83
"Marret et al., 1219",S-Y20,34.94,127.85
"Marret et al., 1220",Taou-E39,14.82,-93.69
"Marret et al., 1221",Taou-E20,16,-94.6
"Marret et al., 1222",Taou-E32,15.02,-93.34
"Marret et al., 1223",Taou-E35,15.1,-93.09
"Marret et al., 1224",GeoB 9501,16.84,-16.733
"Marret et al., 1225",GeoB 9502,16.282,-16.67
"Marret et al., 1226",GeoB 9503,16.067,-16.651
"Marret et al., 1227",GeoB 9504,15.877,-16.675
"Marret et al., 1228",GeoB 9505,15.683,-16.732
"Marret et al., 1229",GeoB 9506,15.608,-18.35
"Marret et al., 1230",GeoB 9508,15.499,-17.947
"Marret et al., 1231",GeoB 9510,15.417,-17.654
"Marret et al., 1232",GeoB 9512,15.337,-17.366
"Marret et al., 1233",GeoB 9513,15.318,-17.295
"Marret et al., 1234",GeoB 9515,15.273,-17.045
"Marret et al., 1235",GeoB 9516,13.674,-18.419
"Marret et al., 1236",GeoB 9517,13.718,-18.189
"Marret et al., 1237",GeoB 9518,13.793,-17.79
"Marret et al., 1238",GeoB 9519,13.812,-17.683
"Marret et al., 1239",GeoB 9520,13.829,-17.591
"Marret et al., 1240",GeoB 9521,13.848,-17.491
"Marret et al., 1241",GeoB 9522,13.855,-17.454
"Marret et al., 1242",GeoB 9525,12.64,-17.879
"Marret et al., 1243",GeoB 9526,12.435,-18.056
"Marret et al., 1244",GeoB 9527,12.432,-18.218
"Marret et al., 1245",GeoB 9528,9.166,-17.664
"Marret et al., 1246",GeoB 9529,9.353,-17.369
"Marret et al., 1247",GeoB 9531,8.941,-16.904
"Marret et al., 1248",GeoB 9532,8.948,-14.889
"Marret et al., 1249",GeoB 9533,8.926,-14.911
"Marret et al., 1250",GeoB 9534,8.901,-14.936
"Marret et al., 1251",GeoB 9535,8.876,-14.961
"Marret et al., 1252",GeoB 9536,8.709,-15.125
"Marret et al., 1253",GeoB 9537,8.601,-15.22
"Marret et al., 1254",GeoB 9538,8.708,-15.829
"Marret et al., 1255",GeoB 9539,9.018,-13.733
"Marret et al., 1256",GeoB 9544,12.375,-17.068
"Marret et al., 1257",GeoB 9545,12.848,-17.076
"Marret et al., 1258",GeoB 9546,13.453,-17.09
"Marret et al., 1259",Reh70-1 (sum),33.7,24.7
"Marret et al., 1260",Reh71-1 (sum),34.8,23.18
"Marret et al., 1261",Reh77a-1,37,16.15
"Marret et al., 1262",Reh77b-1,37.38,16
"Marret et al., 1263",Reh73-2,39.52,18.97
"Marret et al., 1264",Reh76-5,35.22,21.5
"Marret et al., 1265",Reh83-1,42.45,3.48
"Marret et al., 1266",Reh78-2,37.3,13.18
"Marret et al., 1267",Reh66-2,35.6,25.9
"Marret et al., 1268",Reh65-1,36.13,25.55
"Marret et al., 1269",Reh69-1,33.85,24.85
"Marret et al., 1270",Reh67-3,34.8,27.28
"Marret et al., 1271",Reh75-1,35.8,22.67
"Marret et al., 1272",Reh68-3,34.68,27.27
"Marret et al., 1273",Reh74-1,39.93,18.98
"Marret et al., 1274",Reh88-1,38.93,4.6
"Marret et al., 1275",Reh86-1,41.2,2.83
"Marret et al., 1276",Reh90-1,36.2,1.93
"Marret et al., 1277",Reh89-2,38.75,5.33
"Marret et al., 1278",Reh5845  (sum),32.32,34.15
"Marret et al., 1279",Reh5847-1,32.82,34.15
"Marret et al., 1280",Reh572-2,32.73,34.63
"Marret et al., 1281",Reh570,33.52,32.98
"Marret et al., 1282",Reh577-1 (sum),35.9,28.5
"Marret et al., 1283",Reh560-1,35.85,14.1
"Marret et al., 1284",Reh575-6,34.52,31.78
"Marret et al., 1285",Reh566-3,34.47,25.65
"Marret et al., 1286",Reh561,35.78,12.98
"Marret et al., 1287",Reh576-3,35.57,30.45
"Marret et al., 1288",Reh564-2,33,23.62
"Marret et al., 1289",Reh565-1,34.92,23.73
"Marret et al., 1290",Reh569-3,33.45,32.57
"Marret et al., 1291",Reh574-2,34.43,33.85
"Marret et al., 1292",Reh562-5,32.77,19.18
"Marret et al., 1293",L21213,-39.46,-176.41
"Marret et al., 1294",L21214,-39.94,-178.41
"Marret et al., 1295",L21219,-42.53,-178.49
"Marret et al., 1296",L21227,-44.13,178
"Marret et al., 1297",KM1,-0.45,90.194
"Marret et al., 1298",KM2,-0.45,90.192
"Marret et al., 1299",KM3,-0.45,90.19
"Marret et al., 1300",KM5,-0.45,90.19
"Marret et al., 1301",KMDA2,32,122.5
"Marret et al., 1302",KMDA4,32,123.5
"Marret et al., 1303",KMDB6,31.5,122.5
"Marret et al., 1304",KMDC9,31,122
"Marret et al., 1305",KMDC10,31,122.5
"Marret et al., 1306",KMDC11,31,123
"Marret et al., 1307",KMDD14,30.5,122.5
"Marret et al., 1308",KMDD15,30.5,123
"Marret et al., 1309",KMDE17,30,122
"Marret et al., 1310",KMDE18,30,122.5
"Marret et al., 1311",KMDD19,30,123
"Marret et al., 1312",KMDG26,29,122.5
"Marret et al., 1313",18269-1,4.7704,109.4335
"Marret et al., 1314",18270-1,4.7248,109.4661
"Marret et al., 1315",18271-1,4.6334,109.5395
"Marret et al., 1316",18272-1,4.6264,109.5561
"Marret et al., 1317",18273-1,4.6228,109.5595
"Marret et al., 1318",18274-1,4.6032,109.5782
"Marret et al., 1319",18275-1,4.587,109.5856
"Marret et al., 1320",18276-1,4.7395,109.7386
"Marret et al., 1321",18277-1,4.9334,109.9328
"Marret et al., 1322",18279-1,5.0329,110.035
"Marret et al., 1323",18280-1,5.0898,110.1001
"Marret et al., 1324",18281-1,5.1275,110.1275
"Marret et al., 1325",18282-1,5.237,110.2364
"Marret et al., 1326",18283-1,5.4214,110.4209
"Marret et al., 1327",18284-1,5.5351,110.5342
"Marret et al., 1328",18284-1,5.5349,110.5342
"Marret et al., 1329",18285-1,5.5646,110.5737
"Marret et al., 1330",18286-1,5.6037,110.6024
"Marret et al., 1331",18287-1,5.6576,110.6569
"Marret et al., 1332",18288-1,5.734,110.7332
"Marret et al., 1333",18289-1,5.8277,110.8274
"Marret et al., 1334",18290-1,5.9203,110.9094
"Marret et al., 1335",18291-1,5.9592,110.9572
"Marret et al., 1336",18292-1,6.0556,111.0552
"Marret et al., 1337",18293-1,6.1542,111.1541
"Marret et al., 1338",18294-1,6.1281,111.3018
"Marret et al., 1339",18295-3,4.9256,109.2887
"Marret et al., 1340",18296-1,4.9875,109.2344
"Marret et al., 1341",18297-1,4.7333,109.029
"Marret et al., 1342",18300-1,4.3577,108.6521
"Marret et al., 1343",18301-1,4.353,108.6382
"Marret et al., 1344",18302-1,4.1559,108.5653
"Marret et al., 1345",18303-1,4.4336,108.9252
"Marret et al., 1346",18304-1,4.3579,109.0016
"Marret et al., 1347",18305-1,4.2831,109.0759
"Marret et al., 1348",18306-1,3.5828,108.4354
"Marret et al., 1349",18307-1,3.6262,108.5263
"Marret et al., 1350",18308-1,3.2883,108.7814
"Marret et al., 1351",18309-1,3.4596,108.682
"Marret et al., 1352",18310-1,3.5215,108.5316
