source,geography,core or outcrop,location,lat,long,age,miinage,maxage,paleolatitude,lower,upper,interpolated,stable,,,pal_lat source,tier,version
"Bucefalo Palliani and Riding, 1997b",France,outcrop,Quercy2,44.5,1.29,172,170,199,31.86289,28.51189,35.52752,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Bucefalo Palliani and Riding, 1997b",France,outcrop,Quercy2,44.5,1.29,182,170,199,35.71896,34.0537,37.45516,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Bucefalo Palliani and Riding, 1997b",France,outcrop,Quercy2,44.5,1.29,189,170,199,35.37438,33.99812,36.79895,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Bucefalo Palliani and Riding, 1997b",France,outcrop,Quercy2,44.5,1.29,199,170,199,31.48345,29.83369,33.20702,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Van Simaeys et al., 2005",Germany,core,Rhine graben,51.2,5.2,22,22,33,44.7656,43.6922,45.86382,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Van Simaeys et al., 2005",Germany,core,Rhine graben,51.2,5.2,28,22,33,43.8685,42.87914,44.8793,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Van Simaeys et al., 2005",Germany,core,Rhine graben,51.2,5.2,33,22,33,43.85881,42.65286,45.09762,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Tocher and Jarvis, 1996",UK,outcrop,Rodmell,50.83,0.01,95,95,110,43.51819,41.67583,45.43695,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Tocher and Jarvis, 1996",UK,outcrop,Rodmell,50.83,0.01,110,95,110,42.53102,40.97833,44.13907,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Van Simaeys et al., 2004",Belgium,core,Rupel,51.1,4.37,22,22,33,44.64492,43.57155,45.74317,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Van Simaeys et al., 2004",Belgium,core,Rupel,51.1,4.37,28,22,33,43.76178,42.77244,44.7726,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Van Simaeys et al., 2004",Belgium,core,Rupel,51.1,4.37,33,22,33,43.74196,42.53605,44.98082,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe et al., 1988",Pakistan,core,Salt Range,32.7,71.3,50,50,58,8.07071,6.95351,9.20706,TRUE,TRUE,501,India,"Vaes et al., 2023",3,1
"Köthe et al., 1988",Pakistan,core,Salt Range,32.7,71.3,56,50,58,3.57829,2.58121,4.58182,FALSE,TRUE,501,India,"Vaes et al., 2023",3,1
"Köthe et al., 1988",Pakistan,core,Salt Range,32.7,71.3,58,50,58,0.73567,-0.16356,1.6369,TRUE,TRUE,501,India,"Vaes et al., 2023",3,1
"Jarvis et al., 2021",Germany,core,salzgitter,52.12,10.33,88,88,90,45.0596,43.86063,46.28946,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Jarvis et al., 2021",Germany,core,salzgitter,52.12,10.33,89,88,90,45.20769,44.02258,46.42283,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Jarvis et al., 2021",Germany,core,salzgitter,52.12,10.33,90,88,90,45.09124,43.77067,46.45107,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"vd Schootbrugge et al., 2019b",Germany,core,Schandelah,52.31,10.74,178,178,202,44.00291,41.6538,46.49761,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019b",Germany,core,Schandelah,52.31,10.74,182,178,202,45.64383,43.97334,47.37401,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019b",Germany,core,Schandelah,52.31,10.74,189,178,202,45.36739,43.98756,46.78794,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019b",Germany,core,Schandelah,52.31,10.74,202,178,202,40.3161,38.58018,42.12428,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,0,0,224,44,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,1,0,224,43.55646,42.86172,44.26178,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,4,0,224,42.09216,40.81069,43.41111,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,21,0,224,39.5047,38.41859,40.6189,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,28,0,224,39.81343,38.82487,40.82509,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,37,0,224,38.58289,37.20564,40.00632,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,56,0,224,36.60423,35.61622,37.6165,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,60,0,224,36.90703,36.11469,37.71483,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,64,0,224,37.49053,36.40484,38.6052,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,82,0,224,38.80488,37.52445,40.12499,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,89,0,224,40.76345,39.57963,41.98,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,94,0,224,41.63285,39.77255,43.57391,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,114,0,224,39.72408,38.24972,41.25049,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,120,0,224,37.94126,36.85548,39.05583,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,131,0,224,35.37335,34.58116,36.18132,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,134,0,224,35.73852,34.84835,36.64856,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,152,0,224,32.86906,30.16467,35.77228,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,158,0,224,31.78517,28.89548,34.90536,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,172,0,224,27.79451,24.44561,31.46431,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,182,0,224,28.63248,26.96914,30.37122,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,189,0,224,26.75065,25.37569,28.17694,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,203,0,224,21.57054,19.81029,23.4134,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,209,0,224,18.32116,17.04092,19.64217,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,217,0,224,14.74238,13.65504,15.85584,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Fensome et al., 2008",Canada,core,Scotian Margin,44,-62,224,0,224,12.81921,11.24326,14.44575,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",3,1
"Williams and Bujak, 1977",N Atlantic,core,"Scotian margin, grand banks",44,-58,0,0,25,44,NA,NA,FALSE,TRUE,101,North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N Atlantic,core,"Scotian margin, grand banks",44,-58,1,0,25,43.55009,42.85534,44.2554,FALSE,TRUE,101,North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N Atlantic,core,"Scotian margin, grand banks",44,-58,4,0,25,42.01229,40.73086,43.33128,FALSE,TRUE,101,North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N Atlantic,core,"Scotian margin, grand banks",44,-58,21,0,25,39.08975,38.00373,40.20405,FALSE,TRUE,101,North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N Atlantic,core,"Scotian margin, grand banks",44,-58,25,0,25,39.19195,38.16168,40.24766,TRUE,TRUE,101,North America,"Vaes et al., 2023",5,1
"Thorn et al., 2009; Bowman et al., 2012; 2016",Antarctic Peninsula,outcrop,Seymour Island,-64.2,-56.8,57,57,68,-68.00888,-68.96344,-67.06351,TRUE,TRUE,804,West Antarctica,"Vaes et al., 2023",4,1
"Thorn et al., 2009; Bowman et al., 2012; 2016",Antarctic Peninsula,outcrop,Seymour Island,-64.2,-56.8,60,57,68,-66.97723,-67.78062,-66.18066,FALSE,TRUE,804,West Antarctica,"Vaes et al., 2023",4,1
"Thorn et al., 2009; Bowman et al., 2012; 2016",Antarctic Peninsula,outcrop,Seymour Island,-64.2,-56.8,64,57,68,-66.25738,-67.36397,-65.16407,FALSE,TRUE,804,West Antarctica,"Vaes et al., 2023",4,1
"Thorn et al., 2009; Bowman et al., 2012; 2016",Antarctic Peninsula,outcrop,Seymour Island,-64.2,-56.8,68,57,68,-65.91252,-67.06427,-64.7755,TRUE,TRUE,804,West Antarctica,"Vaes et al., 2023",4,1
Soliman et al. 2012,Egypt,core,Shukheir-1,28.2,33.16,8,8,56,25.78259,24.54973,27.05653,TRUE,TRUE,715,Africa,"Vaes et al., 2023",3,1
Soliman et al. 2012,Egypt,core,Shukheir-1,28.2,33.16,21,8,56,21.48327,20.39831,22.59902,FALSE,TRUE,715,Africa,"Vaes et al., 2023",3,1
Soliman et al. 2012,Egypt,core,Shukheir-1,28.2,33.16,28,8,56,19.12873,18.14072,20.14128,FALSE,TRUE,715,Africa,"Vaes et al., 2023",3,1
Soliman et al. 2012,Egypt,core,Shukheir-1,28.2,33.16,37,8,56,17.8726,16.4952,19.29678,FALSE,TRUE,715,Africa,"Vaes et al., 2023",3,1
Soliman et al. 2012,Egypt,core,Shukheir-1,28.2,33.16,56,8,56,13.40942,12.41929,14.4199,FALSE,TRUE,715,Africa,"Vaes et al., 2023",3,1
"Radmacher et al., 2014a",Barentz Sea,core,Snøvit field,71.12,22.18,70,70,101,62.01091,60.85312,63.18638,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Radmacher et al., 2014a",Barentz Sea,core,Snøvit field,71.12,22.18,82,70,101,63.62382,62.33422,64.93409,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Radmacher et al., 2014a",Barentz Sea,core,Snøvit field,71.12,22.18,89,70,101,64.47299,63.28156,65.68145,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Radmacher et al., 2014a",Barentz Sea,core,Snøvit field,71.12,22.18,94,70,101,63.59639,61.71868,65.51828,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Radmacher et al., 2014a",Barentz Sea,core,Snøvit field,71.12,22.18,101,70,101,63.30444,61.56393,65.08361,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,France,core/outcrop,southern France,44.16,4.54,180,180,193,35.72593,33.72313,37.84728,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,France,core/outcrop,southern France,44.16,4.54,182,180,193,36.55238,34.88677,38.28815,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,France,core/outcrop,southern France,44.16,4.54,189,180,193,36.37868,35.00213,37.80291,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,France,core/outcrop,southern France,44.16,4.54,193,180,193,34.84444,33.35851,36.38828,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Kuhlman et al. 2006,North Sea,core,Southern North Sea,55,4,0,0,4,55,NA,NA,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
Kuhlman et al. 2006,North Sea,core,Southern North Sea,55,4,1,0,4,54.8063,54.11032,55.51033,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
Kuhlman et al. 2006,North Sea,core,Southern North Sea,55,4,4,0,4,53.34358,52.058,54.65808,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Davey, 2001",UK,outcrop,Speeton,54.15,-0.2,129,129,135,41.24853,40.40224,42.11146,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Davey, 2001",UK,outcrop,Speeton,54.15,-0.2,131,129,135,40.70484,39.91206,41.51217,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Davey, 2001",UK,outcrop,Speeton,54.15,-0.2,134,129,135,40.87742,39.98653,41.78669,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Davey, 2001",UK,outcrop,Speeton,54.15,-0.2,135,129,135,40.85782,39.86571,41.87722,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Houben et al., 2019",USA,outcrop,SSQ,31.35,-88,30,30,37,31.11621,30.04268,32.22099,TRUE,TRUE,101,North America,"Vaes et al., 2023",1,1
"Houben et al., 2019",USA,outcrop,SSQ,31.35,-88,37,30,37,30.20221,28.82704,31.62812,FALSE,TRUE,101,North America,"Vaes et al., 2023",1,1
"Brinkhuis et al., 1998",Denmark,outcrop,Stevns Klint,55.25,12.5,62,62,67,45.00771,44.06733,45.96747,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Brinkhuis et al., 1998",Denmark,outcrop,Stevns Klint,55.25,12.5,64,62,67,44.98257,43.89514,46.09534,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Brinkhuis et al., 1998",Denmark,outcrop,Stevns Klint,55.25,12.5,67,62,67,45.38273,44.26265,46.52952,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"King et al., 2018",Crimea,outcrop,Suvlu,45.2,34,48,48,59,38.53996,37.3878,39.72506,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"King et al., 2018",Crimea,outcrop,Suvlu,45.2,34,56,48,59,37.79754,36.80933,38.8096,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"King et al., 2018",Crimea,outcrop,Suvlu,45.2,34,59,48,59,36.95554,36.11425,37.81442,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Powell et al., 1996",North Sea,outcrop,sw England,51.3,1.5,55,55,60,41.53622,40.52681,42.56913,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Powell et al., 1996",North Sea,outcrop,sw England,51.3,1.5,56,55,60,41.40769,40.41883,42.41903,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Powell et al., 1996",North Sea,outcrop,sw England,51.3,1.5,60,55,60,40.72524,39.93246,41.53257,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,0,0,67,53.13,NA,NA,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,1,0,67,52.98403,52.28825,53.68827,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,4,0,67,51.63336,50.34843,52.94856,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,21,0,67,46.9981,45.91015,48.11031,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,28,0,67,45.86272,44.87293,46.87306,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,37,0,67,45.94793,44.56786,47.36823,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,56,0,67,43.61785,42.62854,44.62871,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,60,0,67,42.80929,42.01625,43.61634,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,64,0,67,42.77735,41.69048,43.89072,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Köthe, 2012",n germany,core,synthesis N Germany,53.13,10,67,0,67,43.17546,42.05598,44.3229,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Prauss, 2015",Morocco,core,Tarfaya,27.95,-12.8,79,79,94,19.00359,17.75606,20.29055,TRUE,TRUE,714,NW Africa,"Vaes et al., 2023",3,1
"Prauss, 2015",Morocco,core,Tarfaya,27.95,-12.8,82,79,94,19.43261,18.15285,20.75408,FALSE,TRUE,714,NW Africa,"Vaes et al., 2023",3,1
"Prauss, 2015",Morocco,core,Tarfaya,27.95,-12.8,89,79,94,21.42589,20.24374,22.64467,FALSE,TRUE,714,NW Africa,"Vaes et al., 2023",3,1
"Prauss, 2015",Morocco,core,Tarfaya,27.95,-12.8,94,79,94,22.56897,20.71369,24.51725,FALSE,TRUE,714,NW Africa,"Vaes et al., 2023",3,1
"Torricelli et al., 2006",Spain,outcrop,Tremp,42.2,0.89,51,51,54,32.94109,31.85137,34.06239,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Torricelli et al., 2006",Spain,outcrop,Tremp,42.2,0.89,54,51,54,32.55544,31.52709,33.61171,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Pearce, 2010; Pearce et al., 2020",UK,core,Trunch borehole,52.9,1.45,70,70,95,43.13474,41.98277,44.31638,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Pearce, 2010; Pearce et al., 2020",UK,core,Trunch borehole,52.9,1.45,82,70,95,44.68073,43.39837,45.99871,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Pearce, 2010; Pearce et al., 2020",UK,core,Trunch borehole,52.9,1.45,89,70,95,45.91354,44.72822,47.12845,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Pearce, 2010; Pearce et al., 2020",UK,core,Trunch borehole,52.9,1.45,94,70,95,45.60426,43.7411,47.54204,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Pearce, 2010; Pearce et al., 2020",UK,core,Trunch borehole,52.9,1.45,95,70,95,45.5401,43.69628,47.4572,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Aubry et al., 2020",Labrador Sea,core,U1307,58.5,-46.45,2,2,3,57.47364,56.58049,58.38049,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",1,1
"Aubry et al., 2020",Labrador Sea,core,U1307,58.5,-46.45,3,2,3,56.90335,55.8134,58.01341,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",1,1
"Hennissen et al., 2017",N atlantic,core,U1313,21,-32.99,2,2,3,20.0463,19.15702,20.95756,TRUE,TRUE,714,NW Africa,"Vaes et al., 2023",1,1
"Hennissen et al., 2017",N atlantic,core,U1313,21,-32.99,3,2,3,19.48107,18.39644,20.59733,TRUE,TRUE,714,NW Africa,"Vaes et al., 2023",1,1
"Louwye et al., 2008 Quaijtaal et al,. 2014",Ireland,core,U1318,51.5,-11.5,11,11,17,47.65156,46.44843,48.88392,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Louwye et al., 2008 Quaijtaal et al,. 2014",Ireland,core,U1318,51.5,-11.5,17,11,17,46.0478,44.91409,47.2084,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Bijl and Brinkhuis, 2015; Bijl et al., 2013",Antarctica,core,U1356,-63.3,136,50,50,54,-58.75626,-59.89205,-57.63945,TRUE,TRUE,802,East Antarctica,"Vaes et al., 2023",1,1
"Bijl and Brinkhuis, 2015; Bijl et al., 2013",Antarctica,core,U1356,-63.3,136,54,50,54,-58.81345,-59.86355,-57.77936,TRUE,TRUE,802,East Antarctica,"Vaes et al., 2023",1,1
"Bijl et al., 2018",Antarctica,core,U1356A,-63.3,136,10,10,34,-60.09164,-61.33151,-58.87275,TRUE,TRUE,802,East Antarctica,"Vaes et al., 2023",1,1
"Bijl et al., 2018",Antarctica,core,U1356A,-63.3,136,21,10,34,-58.14594,-59.2549,-57.05492,FALSE,TRUE,802,East Antarctica,"Vaes et al., 2023",1,1
"Bijl et al., 2018",Antarctica,core,U1356A,-63.3,136,28,10,34,-58.6597,-59.66699,-57.667,FALSE,TRUE,802,East Antarctica,"Vaes et al., 2023",1,1
"Bijl et al., 2018",Antarctica,core,U1356A,-63.3,136,34,10,34,-58.60015,-59.87879,-57.34549,TRUE,TRUE,802,East Antarctica,"Vaes et al., 2023",1,1
"Crouch et al., 2022",Zealandia,core,U1509,-34.75,165.8,56,56,63,-47.28687,-48.29689,-46.29678,FALSE,TRUE,833,Lord Howe Rise,"Vaes et al., 2023",3,2
"Crouch et al., 2022",Zealandia,core,U1509,-34.75,165.8,60,56,63,-48.72924,-49.53543,-47.93538,FALSE,TRUE,833,Lord Howe Rise,"Vaes et al., 2023",3,2
"Crouch et al., 2022",Zealandia,core,U1509,-34.75,165.8,63,56,63,-50.26234,-51.29724,-49.24716,TRUE,TRUE,833,Lord Howe Rise,"Vaes et al., 2023",3,2
"Davey and Verdier, 1971",France,outcrop,Vallentigny,48.45,4.59,103,103,113,40.5216,38.83516,42.27628,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Davey and Verdier, 1971",France,outcrop,Vallentigny,48.45,4.59,113,103,113,39.91232,38.41863,41.45942,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Århus et al., 1989",Norway,core,Vega,65.6,10.99,152,152,166,52.73763,50.00528,55.60625,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Århus et al., 1989",Norway,core,Vega,65.6,10.99,158,152,166,53.68514,50.76088,56.76179,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Århus et al., 1989",Norway,core,Vega,65.6,10.99,166,152,166,53.34419,50.15066,56.72347,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
Heilmann-Clausen 1985,Denmark,core,Viborg-1,56.9,9.67,53,53,62,47.72297,46.67103,48.79748,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
Heilmann-Clausen 1985,Denmark,core,Viborg-1,56.9,9.67,56,53,62,47.35298,46.36287,48.36298,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
Heilmann-Clausen 1985,Denmark,core,Viborg-1,56.9,9.67,60,53,62,46.55691,45.76336,47.36342,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
Heilmann-Clausen 1985,Denmark,core,Viborg-1,56.9,9.67,62,53,62,46.54395,45.60326,47.50338,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Harding et al., 2011",Russia,outcrop,Volga Basin,55,48,134,134,152,44.50527,43.61378,45.41389,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Harding et al., 2011",Russia,outcrop,Volga Basin,55,48,152,134,152,48.14339,45.41879,51.02103,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Frieling et al., 2014",Siberia,core,Well 10,53.5,73.5,45,45,61,51.86003,50.64223,53.10549,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",2,1
"Frieling et al., 2014",Siberia,core,Well 10,53.5,73.5,56,45,61,51.60038,50.60932,52.60937,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",2,1
"Frieling et al., 2014",Siberia,core,Well 10,53.5,73.5,60,45,61,50.30947,49.51539,51.11542,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",2,1
"Frieling et al., 2014",Siberia,core,Well 10,53.5,73.5,61,45,61,50.18905,49.32131,51.07137,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",2,1
"Mudge and Bujak, 1996",North Sea,core,"Wells 15, 21",58,1,33,33,66,50.58421,49.37604,51.82062,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 1996",North Sea,core,"Wells 15, 21",58,1,37,33,66,50.53306,49.15102,51.95121,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 1996",North Sea,core,"Wells 15, 21",58,1,56,33,66,48.07949,47.08922,49.08932,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 1996",North Sea,core,"Wells 15, 21",58,1,60,33,66,47.41291,46.61924,48.2193,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 1996",North Sea,core,"Wells 15, 21",58,1,64,33,66,47.45653,46.36846,48.56861,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 1996",North Sea,core,"Wells 15, 21",58,1,66,33,66,47.71341,46.60355,48.84814,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019a",UK,outcrop,Whitby,54.49,-0.6,174,174,189,41.23023,38.20432,44.4918,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019a",UK,outcrop,Whitby,54.49,-0.6,182,174,189,43.7073,42.03796,45.43877,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019a",UK,outcrop,Whitby,54.49,-0.6,189,174,189,42.83457,41.45576,44.25625,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
Bucefalo Palliani and Riding 2003,UK,core/outcrop,Yorkshire,52.7,-0.17,178,178,193,41.02464,38.67874,43.52338,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,UK,core/outcrop,Yorkshire,52.7,-0.17,182,178,193,42.32565,40.6571,44.05802,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,UK,core/outcrop,Yorkshire,52.7,-0.17,189,178,193,41.55683,40.17851,42.97906,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,UK,core/outcrop,Yorkshire,52.7,-0.17,193,178,193,39.95547,38.46775,41.4972,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
